logFC AveExpr t P.Value adj.P.Val B qval corr.pvals corr.qvals
cg11225090 -0.00610519126005321 0.0658402859255416 -5.55108116811953 9.40609358585721e-08 6.72888179196183e-06 5.2522266804208 4.68398841108527e-06 0.000110964488202106 0.00900968492205159
cg23083936 -0.00800483945461568 0.350166137023345 -5.55106966699791 9.40662634465141e-08 6.72888179196183e-06 5.25217143020144 4.68398841108527e-06 0.000110967828276783 0.00900968492205159
cg03103661 0.00767662199508475 0.633220471132182 5.55104252487884 9.40788374767222e-08 6.72888179196183e-06 5.25204104254771 4.68398841108527e-06 0.000427261260531012 0.027391216482036
cg10975863 0.0130863843399208 0.404930758277814 5.55102675973884 9.40861416882934e-08 6.72888179196183e-06 5.25196530881912 4.68398841108527e-06 0.00042727765646763 0.027391216482036
cg22376827 -0.0131491867502222 0.124779644130792 -5.55036446913206 9.43934906022014e-08 6.74977401783244e-06 5.24878388922584 4.69841094618581e-06 0.000111172809598279 0.00902064016686985
cg13436055 -0.00738739099592084 0.0727603257652751 -5.55029566003068 9.44254789270518e-08 6.75097253321674e-06 5.24845336934265 4.69912465130381e-06 0.000111192829749018 0.00902064016686985
cg24640101 0.00896181132318485 0.378130750292888 5.54997734318141 9.45735973647628e-08 6.76047207399043e-06 5.24692439430286 4.70559217854843e-06 0.000428370394943296 0.0274417779617751
cg03057072 0.00756172943902754 0.725526783015526 5.54994043297598 9.45907869926646e-08 6.76061078299241e-06 5.24674710717879 4.70559217854843e-06 0.00042840887670845 0.0274417779617751
cg23022809 -0.00851167956644248 0.632328956309497 -5.54981130900268 9.46509459220078e-08 6.76382006237182e-06 5.24612690552048 4.70770527873667e-06 0.000111333849704972 0.00903025183875964
cg25907743 -0.0106528922602668 0.105878084920361 -5.5494641951639 9.48128515559963e-08 6.77429802329388e-06 5.24445971775423 4.71487727523278e-06 0.000111435017311658 0.00903662786271003
cg17822779 0.0100131266503679 0.572901496856804 5.54936230810627 9.48604263982727e-08 6.7766050854436e-06 5.24397036851214 4.71636218452327e-06 0.000429012041631151 0.0274716284590679
cg19826026 -0.0103724440010273 0.108498040397169 -5.54913332234836 9.49674333386694e-08 6.78315640909173e-06 5.24287060572192 4.72080089001396e-06 0.000111531532776163 0.00904262412481417
cg18790856 -0.0164842742437495 0.303206890966568 -5.54870928742804 9.51658994087918e-08 6.79623714170305e-06 5.24083415587374 4.72978349389284e-06 0.000111655339791694 0.00905083022521624
cg03440799 0.0105391694705952 0.662726339823419 5.54866244457072 9.51878486279465e-08 6.79670980615414e-06 5.24060919749865 4.72999142363896e-06 0.000429743287342693 0.0275052636452535
cg02182594 -0.0108245397491352 0.235903443691228 -5.54819025124589 9.54093808800494e-08 6.8106911153293e-06 5.23834161048374 4.74011493088822e-06 0.000111807062538264 0.00906129540878997
cg19452315 -0.00593695270380386 0.10283570666053 -5.54797965658151 9.55083447117171e-08 6.81520369566749e-06 5.23733032870588 4.74414637042763e-06 0.000111868678680667 0.00906262217857442
cg03169527 -0.0171867975186874 0.0844714354951581 -5.54554407256597 9.66601898414168e-08 6.89184977238234e-06 5.22563659730072 4.80046588622662e-06 0.000112583635820564 0.00911317013056963
cg25898076 0.00671709363306504 0.547310282084513 5.5443011175457 9.7253224142752e-08 6.93190335979035e-06 5.21967034851153 4.82901717019337e-06 0.000434326673561045 0.0277498489164775
cg02313434 0.00719884972392086 0.631313796167213 5.5442251288839 9.72895944915786e-08 6.9333810321629e-06 5.21930563032417 4.82992233677445e-06 0.000434406937432243 0.0277505511826192
cg05162858 -0.00767767662661102 0.0825064038833092 -5.54358854776968 9.7594802081739e-08 6.95401394158186e-06 5.21625041230214 4.84417104845732e-06 0.000113160815337268 0.00915803989340321
cg00943287 -0.0161036849580437 0.143316838619399 -5.54331467039103 9.77263992594997e-08 6.96227178217984e-06 5.21493603863681 4.84979880742428e-06 0.000113241875373241 0.00916211057855733
cg17510320 -0.00685811653942591 0.15203541674448 -5.54236830297862 9.81824595828186e-08 6.99363881689685e-06 5.21039465784614 4.87152337084572e-06 0.000113522398779697 0.00918173794438639
cg09015566 -0.00588545284074849 0.550500052488606 -5.54219380432158 9.82667779825572e-08 6.99852046334826e-06 5.20955734357434 4.8747985401495e-06 0.000113574195975129 0.00918407307817854
cg00446414 -0.00868487606229625 0.0809981922412594 -5.54118547817505 9.87553901487508e-08 7.02993130689266e-06 5.2047193650509 4.89812487673704e-06 0.000113873942112085 0.00920645338648293
cg09356020 0.00793787755919797 0.723058966765746 5.54104849052338 9.88219538810846e-08 7.03241134471072e-06 5.20406214336066 4.9005134294913e-06 0.000437774811822731 0.0279567797185806
cg03085524 0.00885709958179899 0.407745642199084 5.540792543596 9.89464384718582e-08 7.03973735059869e-06 5.2028342256696 4.90523099870344e-06 0.000438047233711145 0.0279666882273015
cg26796341 0.00727295906179399 0.393707165060923 5.54077154335092 9.89566591230496e-08 7.03973735059869e-06 5.20273347780411 4.90523099870344e-06 0.000438069592792983 0.0279666882273015
cg19038917 -0.00599340200621595 0.0640891167722494 -5.54070404310023 9.89895179306788e-08 7.03990553559705e-06 5.20240964982539 4.90523099870344e-06 0.000114017323927465 0.00921618550849506
cg14237147 0.00980729882146652 0.495747060545385 5.54070144758295 9.89907816288825e-08 7.03990553559705e-06 5.20239719806022 4.90523099870344e-06 0.000438144231934871 0.0279669963537166
cg09088580 -0.00795705214929772 0.800839041467276 -5.5405265021528 9.90759948607084e-08 7.04483555950861e-06 5.20155792251257 4.90853996235144e-06 0.000114070242778944 0.00921860292656975
cg23353000 -0.0101205222974559 0.155709810410255 -5.54023663381949 9.92173428066896e-08 7.05375484198258e-06 5.20016736302745 4.9146282696576e-06 0.000114156692746799 0.00922372864487889
cg26576155 0.00599048750459533 0.113452073750406 5.53983490631774 9.94135617104548e-08 7.06543880664259e-06 5.19824027849252 4.92343178243064e-06 0.000439067928336647 0.0280214915573427
cg10785537 0.00747244220119639 0.38442944172517 5.53948173499353 9.95863765907088e-08 7.07658653157205e-06 5.19654620111175 4.93107315784717e-06 0.000439444919343387 0.0280321537184863
cg10488031 0.00750717394525447 0.476703953338403 5.53896322873925 9.98406247412252e-08 7.09351638686286e-06 5.19405919355495 4.94274315409221e-06 0.000439998948133883 0.0280630265327208
cg13394182 0.00713180869090951 0.555937538417393 5.53882817800797 9.99069503784459e-08 7.09709136271126e-06 5.19341145235544 4.94510718640559e-06 0.000440143358944693 0.0280677683410296
cg02698600 -0.00741112638738221 0.138055808312339 -5.53832955298552 1.00152205850023e-07 7.11337379781492e-06 5.19102000575996 4.95632520675379e-06 0.000114727012925633 0.00926607202866509
cg00904566 0.00664694934100289 0.523928753438163 5.53800971003679 1.00309834027173e-07 7.12228738585439e-06 5.189486094643 4.96320337021383e-06 0.000441019507700322 0.028115809298971
cg14080227 -0.00665877410675432 0.0840239979497862 -5.53770172936709 1.00461844819604e-07 7.13079654274939e-06 5.18800913349081 4.969801088257e-06 0.000114915357982944 0.00927754301022072
cg10539808 0.00623807141267619 0.675533355833035 5.53742694842817 1.00597658805908e-07 7.13929362099073e-06 5.18669143608218 4.97559525530937e-06 0.000441644338717748 0.0281488358005475
cg03641066 -0.0103662373352021 0.803577045660341 -5.53653895717784 1.01037785600278e-07 7.16823394840749e-06 5.1824334444935 4.99643589193103e-06 0.000115264962453504 0.00930135523753592
cg20814813 -0.00843671017304094 0.830347784605966 -5.53556109517351 1.0152462948115e-07 7.20162116534914e-06 5.1777450865956 5.01957857349582e-06 0.000115559753401299 0.00932205268778337
cg09788082 0.00900708370857658 0.750202575169348 5.53479561844042 1.01907330089109e-07 7.22528654453565e-06 5.17407542754591 5.03756456793706e-06 0.000444476008363831 0.0282990119105864
cg26468430 -0.00538053693170744 0.0406102055993822 -5.53458584155392 1.02012453614477e-07 7.23044048127093e-06 5.17306983121707 5.04182501981858e-06 0.000115854471727991 0.00934394564206589
cg06619959 0.00561522654848003 0.469626299346483 5.53437649003524 1.02117469436112e-07 7.23672684378912e-06 5.17206630143974 5.04607856811989e-06 0.000444928621570061 0.0283233275212456
cg25605289 -0.00500894390747024 0.0785003515912768 -5.53391725351364 1.02348203183963e-07 7.25191898609309e-06 5.16986504018751 5.05654166720156e-06 0.000116056929412291 0.00935462428297467
cg10274453 -0.0118003100236503 0.29630283346513 -5.53340495626701 1.02606196276546e-07 7.26903743522477e-06 5.16740959857421 5.06834738957728e-06 0.000116212287610421 0.00936337877781851
cg01712737 0.00903108052238363 0.472738128545947 5.53283836979048 1.02892268236557e-07 7.28813931690873e-06 5.16469414012338 5.08153546182761e-06 0.000446593342617335 0.028411241614076
cg26847850 -0.00886294612334886 0.0774098734887636 -5.53243632586175 1.03095733702698e-07 7.30077679472293e-06 5.16276740080626 5.09063971607059e-06 0.000116506572851971 0.00938331526854209
cg07427065 -0.00789399163718647 0.438174766016706 -5.53201611015872 1.03308814966103e-07 7.31408367219253e-06 5.16075368408569 5.1000457154198e-06 0.000116634461217433 0.00939059887607248
cg05875421 -0.00675505420440408 0.0757020099085666 -5.53198514212123 1.03324535096927e-07 7.31408367219253e-06 5.16060528645482 5.1000457154198e-06 0.00011664389130125 0.00939059887607248
cg18437209 -0.00612776848595581 0.0599842221941136 -5.53183669027399 1.03399925281919e-07 7.31708374690128e-06 5.15989391932612 5.10282091806622e-06 0.000116689106470237 0.0093923514635201
cg15571405 -0.00786064475930959 0.0663623551337776 -5.53149813888174 1.03572056902842e-07 7.32809493319819e-06 5.15827166493916 5.11036842956743e-06 0.000116792284108735 0.00939876783129102
cg20129782 -0.0110991770603844 0.414939650452568 -5.53126069630124 1.0369294792179e-07 7.33547772738827e-06 5.15713394179316 5.11538534037502e-06 0.000116864699342049 0.00940270653836719
cg12498409 0.00815109773049156 0.175768077637327 5.53112420487492 1.03762503171007e-07 7.33922713478629e-06 5.15647994933741 5.11786836294872e-06 0.000448455501497639 0.0284978623342615
cg12823233 -0.00796989334434857 0.771216530922231 -5.53108540604415 1.03782283138592e-07 7.3394552514324e-06 5.15629404863784 5.11789585881943e-06 0.000116918186741979 0.00940512107275508
cg22147598 0.00754495423391969 0.619147694602494 5.53082999345402 1.0391258643836e-07 7.34749822914758e-06 5.1550702884285 5.12337265760263e-06 0.000448775847420261 0.028504184428044
cg03655701 -0.00803754721797225 0.149488952307401 -5.53056763622286 1.0404659881744e-07 7.35580086316719e-06 5.15381329689239 5.12903026927789e-06 0.000117076312956346 0.00941595029278974
cg24516497 -0.00835584097375999 0.636247324158082 -5.52897881749961 1.04861778426319e-07 7.41224977217494e-06 5.1462019581058 5.16825805713405e-06 0.000117562805956236 0.00945128192372543
cg21768539 -0.00818476986548672 0.801865738713071 -5.52799221719895 1.05371107920854e-07 7.4470648378523e-06 5.14147638232785 5.19239986752097e-06 0.000117865867289749 0.00947374486287801
cg00796569 0.0102010110001514 0.372989020572198 5.5272958177348 1.05732074025033e-07 7.47019428882965e-06 5.13814116563622 5.20922315408642e-06 0.00045264082185802 0.0287093433546001
cg10824107 0.0100410503465061 0.295988519473739 5.52680703055559 1.05986148117022e-07 7.48575926055389e-06 5.1358004334778 5.22077481876492e-06 0.00045317781749011 0.0287343041204583
cg07923746 -0.00516973210360468 0.0556191307893115 -5.52663994438715 1.06073136870324e-07 7.49070988314162e-06 5.13500031599923 5.22409327060332e-06 0.000118282461525908 0.00950532243192342
cg22048274 0.011510914665486 0.731006847822902 5.52617666585464 1.06314694309558e-07 7.5065725759815e-06 5.13278192803961 5.23502158215546e-06 0.000453871239002086 0.028773717130781
cg11452292 -0.00993882480777917 0.0772748501562968 -5.52594866679402 1.06433771919112e-07 7.51378364811513e-06 5.13169021446216 5.23991596144375e-06 0.000118495963367553 0.0095187203339022
cg02339888 0.0155652554535356 0.586654813249921 5.52579000320559 1.06516714280658e-07 7.51844183133508e-06 5.13093051481723 5.24302986007525e-06 0.000454297074095169 0.0287961563875562
cg21345826 -0.0103248240722001 0.513764696549484 -5.52572099381799 1.06552809030681e-07 7.51979233703918e-06 5.13060009480302 5.2438370724349e-06 0.000118566360560011 0.00952240626783872
cg14039020 -0.0197974223419551 0.624368429551376 -5.52524744077546 1.06800818784987e-07 7.53609559156032e-06 5.12833278240605 5.25507113891901e-06 0.00011871291197455 0.00953226519494449
cg24603113 0.00722354584753161 0.192530240114641 5.52456114771264 1.07161244546443e-07 7.56032471032928e-06 5.12504714731547 5.27183139497037e-06 0.000455652920150566 0.0288683949384703
cg06174407 -0.00832406851264005 0.14224119812577 -5.52401195677328 1.07450521637823e-07 7.57952731327856e-06 5.12241810297072 5.28508592367453e-06 0.000119096070628129 0.00956111516385475
cg04278597 -0.008848098604465 0.0609932277124689 -5.52385105917193 1.07535415905851e-07 7.58430899753924e-06 5.12164790228607 5.28828459253033e-06 0.00011914605595383 0.00956317727400561
cg12893780 -0.00881948220800002 0.640248724028579 -5.52377561385985 1.07575245579844e-07 7.5859113290694e-06 5.12128675873812 5.28926634122344e-06 0.000119169501071543 0.00956317727400561
cg16119483 -0.0102790616771751 0.843848396723382 -5.52332641579009 1.07812687753124e-07 7.60144602637493e-06 5.11913659990343 5.29996215700616e-06 0.00011930918306496 0.00957246898673924
cg11601000 0.00563127728757165 0.537631353228246 5.52254922449602 1.08224712134721e-07 7.62928292689322e-06 5.11541674789661 5.31923472341171e-06 0.000457880976318026 0.0289957986042272
cg02166313 -0.00617105046971537 0.069142236628698 -5.52244022479414 1.08282620486655e-07 7.63215159487988e-06 5.11489507556501 5.32109861740496e-06 0.000119585208178438 0.00959269393148188
cg16949914 -0.00972361271896144 0.194059020410615 -5.52229300711228 1.08360880908969e-07 7.6364536105459e-06 5.11419050390685 5.32396175670571e-06 0.000119631121345954 0.00959445572354273
cg16565528 0.0140055510852925 0.630778878033274 5.521883434568 1.08578898643002e-07 7.65060172952733e-06 5.11223039515091 5.33368909655015e-06 0.000458620543120044 0.0290334533692167
cg15825373 0.00959642393920345 0.753231587294506 5.52165506479686 1.08700646854897e-07 7.65796316191699e-06 5.1111375219556 5.33868470074595e-06 0.000458874477447384 0.0290449390393262
cg23555395 0.007102298566699 0.684905339072733 5.52080305913376 1.09156043195839e-07 7.68882403916899e-06 5.10706050183772 5.36006211487381e-06 0.000459823027213084 0.0291003805439869
cg14401749 -0.00789873993864522 0.847217489887584 -5.52019428337788 1.09482572595686e-07 7.71042445599907e-06 5.10414766545662 5.37510485433421e-06 0.000120287480354194 0.00964173360617531
cg04483863 -0.00828603673860956 0.743583920970408 -5.52000250531505 1.0958563389187e-07 7.71540640001421e-06 5.10323010465945 5.37917278495287e-06 0.00012034762775375 0.0096422678559959
cg09877117 -0.0115344266615475 0.126350638090794 -5.51978267114865 1.09703888905612e-07 7.72250579790279e-06 5.10217833804847 5.38394988167688e-06 0.00012041660955509 0.00964586551394188
cg01970336 0.0071950432713585 0.573704491208822 5.51974642724608 1.09723397473302e-07 7.72265287864879e-06 5.10200493695065 5.38394988167688e-06 0.000461001951844349 0.0291611695611086
cg08595989 0.00837143263017865 0.638446434765676 5.51922263893982 1.10005708748829e-07 7.74129379811479e-06 5.0994990774324 5.39680782001482e-06 0.000461587415780401 0.0291756810270106
cg14078639 0.00902710643591972 0.534345904305293 5.51891157096393 1.10173703243959e-07 7.75065533855651e-06 5.09801097639027 5.40405374777309e-06 0.000461935442619506 0.0291916523528717
cg08244301 -0.00694632123000972 0.113969239030044 -5.5188030640188 1.10232362041941e-07 7.75355161865752e-06 5.0974919102621 5.40593504473032e-06 0.000120724457690361 0.00966859208353328
cg08674415 0.00757649926344726 0.599636804928588 5.51807354560152 1.10627530895451e-07 7.77764522712515e-06 5.09400229526855 5.42431549009292e-06 0.000462874264474518 0.0292426646441499
cg10507390 0.0083865502279392 0.638136853040665 5.51800080772402 1.10667007543307e-07 7.77918700781112e-06 5.0936543755878 5.42525199291232e-06 0.000462955835735447 0.0292432062456065
cg23411426 0.00703282150043168 0.641497418877617 5.51773992788951 1.1080870652813e-07 7.78791274089954e-06 5.09240656298942 5.43119849550731e-06 0.000463248508365386 0.0292570800660213
cg09883264 -0.00917147619366216 0.0857981776811627 -5.51766244681335 1.10850825069924e-07 7.78963805486611e-06 5.09203597200655 5.43226285313755e-06 0.000121083846731256 0.00969543655593195
cg07708721 -0.00711012396668755 0.654701891644439 -5.51668450010188 1.11383778857029e-07 7.8233693418937e-06 5.08735878985165 5.45737585420723e-06 0.000121392790387275 0.00971629013432052
cg16398511 -0.0115806135806802 0.308238389988135 -5.51634125610474 1.11571429137741e-07 7.83530817943679e-06 5.08571731457535 5.46556418604943e-06 0.000121501402261652 0.00972304077326987
cg21355201 0.0146688033414114 0.501673222143571 5.51619867824959 1.11649466551921e-07 7.83954668990527e-06 5.08503549477677 5.4683808732255e-06 0.000464981139979738 0.0293526240512924
cg09535526 0.00860246709552571 0.735372738600073 5.51579464876227 1.11870894068446e-07 7.85385050167745e-06 5.08310345976154 5.47821821009683e-06 0.000465436346236309 0.0293721027342426
cg13185046 -0.00801355490796914 0.11810043293174 -5.51540429449239 1.12085233672005e-07 7.86640678591326e-06 5.08123691593784 5.48770490400103e-06 0.000121798353053493 0.00974291150052185
cg12306086 -0.0119071526985392 0.122303065249002 -5.51454027272755 1.12561084676838e-07 7.89855277030685e-06 5.07710579289689 5.50998938135393e-06 0.000122072798150982 0.00976096680283317
cg08654091 0.00959889215306005 0.189728227030817 5.51441518224145 1.12630140028488e-07 7.90202800624161e-06 5.07650774015347 5.51213178318302e-06 0.00046699370413579 0.0294564614645869
cg23823660 -0.0104317583252929 0.792488091538922 -5.51438599735483 1.12646257289963e-07 7.90202800624161e-06 5.07636820976221 5.51213178318302e-06 0.000122121863472904 0.0097629413854739
cg21337881 -0.00652696399178322 0.1012137979059 -5.5142593012437 1.1271625089839e-07 7.90568709156683e-06 5.07576249294041 5.51454327167663e-06 0.000122162171574596 0.00976412219517684
cg02088785 -0.00961138107767307 0.60034521556272 -5.51418636664998 1.12756563046162e-07 7.907263551726e-06 5.07541380717543 5.51550200155945e-06 0.000122185381295667 0.00976412219517684
cg00009196 -0.00682978846798686 0.0935608734337524 -5.51402963298564 1.12843239896846e-07 7.91209040998692e-06 5.07466450606127 5.5187278981292e-06 0.000122235272280611 0.00976616093458107
cg14836960 -0.0115886197367512 0.261687395205417 -5.51361179485503 1.1307463039146e-07 7.92706084551086e-06 5.07266701082641 5.52902869651295e-06 0.000122368371856301 0.00977289687082284
cg02611240 -0.0099423273402125 0.167019838312006 -5.51335163317989 1.13218936470003e-07 7.93466799438571e-06 5.07142335090744 5.53506831296626e-06 0.000122451314194513 0.00977757174797604
cg03401902 -0.00575471695164212 0.066474004225998 -5.51316645782489 1.13321758650998e-07 7.9403929236886e-06 5.07053817663397 5.53877904382902e-06 0.000122510382628254 0.00977906344458686
cg23520347 -0.00807870036920742 0.113225182996983 -5.51314002124012 1.13336445500542e-07 7.9403929236886e-06 5.07041180636715 5.53877904382902e-06 0.000122518817749522 0.00977906344458686
cg04946561 0.00871541448479945 0.369228225528007 5.5126772090229 1.13593861831658e-07 7.95717015202573e-06 5.06819957578767 5.55034025622389e-06 0.000468962776731677 0.0295620454045495
cg14297023 -0.0062870575984961 0.828558961271789 -5.51245489286732 1.13717716807053e-07 7.96458767846328e-06 5.06713695813392 5.55537244604974e-06 0.000122737614237706 0.00979457558690578
cg13824877 0.0072322512421327 0.593760318803854 5.51124276566195 1.14395327370284e-07 8.01078079718791e-06 5.06134382893756 5.58745006293077e-06 0.00047059383706114 0.0296495598139512
cg09546307 -0.0121617420293664 0.587791975843067 -5.50937476522939 1.15447304931624e-07 8.08061873429049e-06 5.05241788927119 5.6377978938585e-06 0.000123725850987715 0.00986557677985118
cg03565868 -0.0112836010220256 0.180179401393178 -5.50897524847626 1.15673517171149e-07 8.09363856136613e-06 5.05050914769949 5.6474845930147e-06 0.000123854585595948 0.0098738764002348
cg13182599 0.010531001073677 0.266123618394304 5.50894954381936 1.15688086315705e-07 8.09363856136613e-06 5.05038634390484 5.6474845930147e-06 0.000473212471896417 0.0297830682230626
cg06808571 0.00875638439492917 0.327112725209748 5.50781020186946 1.16335654667458e-07 8.13637510831051e-06 5.0449435644323 5.67805551642571e-06 0.000474518577408379 0.0298558906819202
cg12873119 -0.0123386787163404 0.155914199185459 -5.50724359395886 1.16659012635534e-07 8.15770346685537e-06 5.04223711151267 5.69279422695798e-06 0.000124414042111159 0.00991650369303941
cg06314646 0.00582668127912662 0.0887878810963281 5.50711655957313 1.16731630195082e-07 8.16149414823344e-06 5.0416303482381 5.69529400191684e-06 0.000475315406065595 0.0298969073920177
cg07928502 0.00643161169805694 0.571187866548108 5.50677313555665 1.16928164818383e-07 8.1739461442623e-06 5.03999007879568 5.70383762186937e-06 0.000475710383363106 0.0299167808831316
cg00767069 -0.0070178244812988 0.105168055267444 -5.50645878055374 1.17108346679556e-07 8.18428047985969e-06 5.03848871450602 5.71075740012336e-06 0.000124668386639422 0.00993084870699345
cg24190223 0.0112251168104202 0.63832976241782 5.50645081103355 1.17112918163021e-07 8.18428047985969e-06 5.03845065276457 5.71075740012336e-06 0.000476081374518123 0.029935412576932
cg26841507 -0.00693272347771537 0.145472055646748 -5.50559186219026 1.17606650684876e-07 8.21748900361457e-06 5.03434862152647 5.73378305207713e-06 0.000124949914201526 0.00995129587973361
cg11589287 0.00999432819737862 0.606618958458099 5.50541740349451 1.17707179033546e-07 8.22321717098808e-06 5.03351552619544 5.73763354506986e-06 0.000477272647523159 0.0299907383136731
cg26983304 0.00904362572938145 0.611239955895229 5.50536288161376 1.17738613364187e-07 8.22411727211367e-06 5.03325517093819 5.73811525870035e-06 0.000477335576042777 0.0299907383136731
cg16462433 -0.00768628982364213 0.738179334351948 -5.50522625636361 1.1781741996546e-07 8.22832555172129e-06 5.03260276032076 5.7409051109472e-06 0.000125068823922454 0.00995878624287711
cg10639435 -0.00837272017342635 0.786947344534658 -5.50408745855722 1.18476292496477e-07 8.27043244653964e-06 5.02716524931537 5.77195372000949e-06 0.000125439896150473 0.00998436426940164
cg06542865 0.00789393609872007 0.207649170261755 5.50368678086282 1.18708965399605e-07 8.28276206140882e-06 5.02525229499118 5.78223108120666e-06 0.000479273922243837 0.030089832382108
cg04739880 -0.00845245339738073 0.185930266135231 -5.50351443502182 1.18809183354963e-07 8.2868473636758e-06 5.024429495855 5.78531460867552e-06 0.000125627008677927 0.00999557807203574
cg11410920 -0.0100172421961425 0.0965982678324055 -5.50350318392517 1.1881572866062e-07 8.2868473636758e-06 5.02437578245849 5.78531460867552e-06 0.000125630685213397 0.00999557807203574
cg07119315 -0.0111473744477753 0.24246096483022 -5.50270683283844 1.19279898826625e-07 8.31605423896735e-06 5.0205741581244 5.80685377434288e-06 0.000125891169722743 0.010012325959785
cg18537205 -0.0084643020382788 0.697106700103035 -5.50145786606625 1.20011449258259e-07 8.36440507158434e-06 5.01461263963665 5.84091177290344e-06 0.000126300737416765 0.0100394500437114
cg24710655 -0.00861999944348622 0.0900117007149067 -5.50143757870502 1.20023368098748e-07 8.36440507158434e-06 5.01451581292289 5.84091177290344e-06 0.000126307400590342 0.0100394500437114
cg00157012 -0.00542981788953095 0.102266077769176 -5.49955713838715 1.21133154677934e-07 8.43862587385683e-06 5.00554204798567 5.893842013707e-06 0.000126926463881558 0.0100846539833866
cg15694585 0.00934529303568247 0.498183939920118 5.4988621756735 1.21545830603925e-07 8.46604424691361e-06 5.00222613764612 5.91284056712113e-06 0.000484894780771477 0.0303989311271049
cg19704755 -0.0106541002907947 0.173292205289544 -5.498453379086 1.21789218218e-07 8.4816644020114e-06 5.0002757682558 5.92359831433855e-06 0.000127291175917264 0.0101116258709045
cg13700506 0.0101258366668209 0.53293997211581 5.49832892200113 1.21863411280697e-07 8.48549842688971e-06 4.99968200415643 5.92612433037263e-06 0.000485519831624362 0.0304333540427625
cg19936812 -0.00917256655982005 0.0937414103427469 -5.49813444436404 1.21979434204011e-07 8.49224345459717e-06 4.99875420317194 5.93068320643821e-06 0.000127396745860973 0.0101180056812547
cg04016660 -0.012554812770963 0.479951453943121 -5.49758490701529 1.2230786381613e-07 8.51243531553699e-06 4.99613263579376 5.94556582048315e-06 0.000127578842268947 0.0101304595832958
cg21175246 0.0177631967901342 0.447473047085358 5.49710799227281 1.2259358946442e-07 8.5302749069771e-06 4.99385766880288 5.95783098606154e-06 0.000486953792208096 0.0304960009369978
cg13985446 0.0106341926457629 0.645509183464877 5.49708908844077 1.22604928389497e-07 8.5302749069771e-06 4.99376749716241 5.95783098606154e-06 0.000486976025692024 0.0304960009369978
cg11814422 0.0036954038782533 0.0664427223323769 5.49602069144118 1.23247440758385e-07 8.57244538448445e-06 4.98867158928439 5.98796016678693e-06 0.000488234158335431 0.030565233124409
cg03799230 0.00984545895550672 0.706853424791655 5.49588087333169 1.23331767109851e-07 8.57696506572794e-06 4.98800475542115 5.99096390952832e-06 0.000488399032516182 0.0305707774170243
cg06823108 -0.00846508237064768 0.782747320747626 -5.49540466528501 1.23619397489567e-07 8.59561965524149e-06 4.98573367108976 6.00384045139672e-06 0.000128303733308952 0.0101839826486665
cg17931986 -0.0116520161597122 0.688583406455401 -5.49520266748373 1.23741601940416e-07 8.60276764739972e-06 4.98477036634934 6.00867949760431e-06 0.000128371091611649 0.010185292970575
cg04324276 -0.00650958726323615 0.116672741019118 -5.49447935503477 1.24180157706431e-07 8.63095698692385e-06 4.98132118190183 6.02806043367305e-06 0.000128612563398232 0.0101972017364531
cg25204743 -0.00710313507194951 0.653236355948405 -5.49446971753289 1.24186011295089e-07 8.63095698692385e-06 4.98127522678212 6.02806043367305e-06 0.000128615783708165 0.0101972017364531
cg07603449 -0.00649067227368739 0.517903111741284 -5.4942082843935 1.24344902223902e-07 8.64064539839327e-06 4.98002864069023 6.03467287693558e-06 0.000128703169153717 0.0102015383243832
cg01207473 -0.0084972543623965 0.61727019286007 -5.49405486767682 1.24438236406732e-07 8.64577599201277e-06 4.97929712708933 6.03810190770239e-06 0.000128754475779529 0.0102015680695548
cg16260424 -0.0087537308719043 0.557206352638583 -5.49326029488462 1.24922725075824e-07 8.67671796656209e-06 4.97550872406903 6.06050617350403e-06 0.000129020513061383 0.0102206254440864
cg02524754 -0.0122763385911771 0.246956480661034 -5.49313849260215 1.24997156094942e-07 8.68052775335896e-06 4.97492802439904 6.06301234669549e-06 0.00012906134078626 0.0102206919251616
cg26822986 -0.00571264603514722 0.123621225255151 -5.49308291330886 1.25031133891798e-07 8.68152748032227e-06 4.9746630499027 6.06355577257263e-06 0.000129079974860063 0.0102206919251616
cg01798157 -0.0120706019373156 0.33600053238955 -5.49297230466127 1.25098780083265e-07 8.68486429058486e-06 4.97413572854526 6.06573149798401e-06 0.000129117066233503 0.0102206919251616
cg15646741 -0.00689811885369366 0.0776357455823273 -5.49199283245359 1.25699366321296e-07 8.72519312096695e-06 4.96946647920116 6.09374267511861e-06 0.000129445963351901 0.0102441996322666
cg06355720 -0.00782544450038989 0.497661195045381 -5.49145487902646 1.26030420135631e-07 8.74680315024594e-06 4.96690225492614 6.10867944892532e-06 0.000129626941214939 0.0102564958305691
cg13252206 0.0118659808033176 0.700134277086149 5.49137363852599 1.2608048895773e-07 8.74890845758306e-06 4.96651502749379 6.10999395509083e-06 0.000493742106823867 0.0308377634191919
cg14015765 0.0093043406965186 0.512597066140465 5.49061684074622 1.26547839060239e-07 8.77996432936531e-06 4.96290800144843 6.13152619532006e-06 0.000494644617194209 0.0308796884559771
cg15381475 -0.00597112919464885 0.0482779996520653 -5.48973235858113 1.27096179735882e-07 8.81662877741594e-06 4.95869286821484 6.15697406057923e-06 0.00013020804836971 0.0102963739243457
cg09555073 -0.0133591190102299 0.144637203349438 -5.48951978389401 1.27228311745974e-07 8.82303365964082e-06 4.95767988507284 6.16225376229096e-06 0.000130279933559265 0.0102979928088434
